pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,module,Description
GOBP_CELLULAR_RESPIRATION,0.010965212349864657,0.21371413874049935,1.4562075605553868,34,143,,GO:BP,1.663942889170772,turquoise,Cellular Respiration
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS,0.012384786951446293,0.21787506245161953,1.7353140096618358,17,60,,GO:BP,2.0791973908111174,turquoise,Organic Acid Biosynthetic Process
GOBP_RESPONSE_TO_NUTRIENT,0.012803013783029027,0.21787506245161953,2.111944027986007,10,29,,GO:BP,2.7478397486252946,turquoise,Response To Nutrient
GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS,0.01280768017923372,0.21787506245161953,2.5219096334185847,7,17,,GO:BP,3.640828402366864,turquoise,Fatty Acid Derivative Metabolic Process
GOBP_NADP_METABOLIC_PROCESS,0.01280768017923372,0.21787506245161953,2.5219096334185847,7,17,,GO:BP,3.640828402366864,turquoise,Nadp Metabolic Process
GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY,0.01280768017923372,0.21787506245161953,2.5219096334185847,7,17,,GO:BP,3.640828402366864,turquoise,Positive Regulation Of Hydrolase Activity
GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS,0.01280768017923372,0.21787506245161953,2.5219096334185847,7,17,,GO:BP,3.640828402366864,turquoise,Regulation Of Fatty Acid Metabolic Process
GOBP_MITOCHONDRIAL_TRANSLATION,0.012932222016746028,0.21787506245161953,1.8957211870255348,13,42,,GO:BP,2.348047361861238,turquoise,Mitochondrial Translation
HALLMARK_HEME_METABOLISM,0.05975082566407808,0.26887871548835135,1.5977315689981095,12,46,,Hallmark,1.837837837837838,turquoise,Heme Metabolism
HALLMARK_XENOBIOTIC_METABOLISM,0.06893519358179534,0.27574077432718136,1.5042969743198575,14,57,,Hallmark,1.6967610482681093,turquoise,Xenobiotic Metabolism
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT,0.01809632275883141,0.29488106266030195,2.227140974967062,8,22,,GO:BP,2.97414158541755,turquoise,Organic Acid Transmembrane Transport
GOBP_AUTOPHAGY_OF_MITOCHONDRION,0.020921965082124936,0.33542634341342237,1.975689574567555,10,31,,GO:BP,2.4832977967306324,turquoise,Autophagy Of Mitochondrion
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS,0.02391403188604878,0.3714148077301951,2.130308758664146,8,23,,GO:BP,2.7742828882294757,turquoise,Primary Alcohol Metabolic Process
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.024487522403145574,0.3725249087194216,2.449855072463768,6,15,,GO:BP,3.4591937069813175,turquoise,Pyrimidine Containing Compound Metabolic Process
GOBP_XENOBIOTIC_METABOLIC_PROCESS,0.024735054301289566,0.3725249087194216,2.256445461479786,7,19,,GO:BP,3.0305719921104535,turquoise,Xenobiotic Metabolic Process
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,0.027081836286301984,0.4017812726654354,1.2966575270923097,47,222,,GO:BP,1.4356855225311602,turquoise,Generation Of Precursor Metabolites And Energy
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,0.02902026991581666,0.42420806318120236,1.8208382295338816,11,37,,GO:BP,2.2065868263473054,turquoise,Sulfur Compound Biosynthetic Process
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,0.03171340696749319,0.4568569061693946,1.5527250459277404,18,71,,GO:BP,1.7812013155617101,turquoise,Regulation Of Innate Immune Response
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,0.032879450610795224,0.4668881986732922,2.143623188405797,7,20,,GO:BP,2.7958579881656807,turquoise,Regulation Of Myeloid Cell Differentiation
GOBP_NON_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS,0.03394048617911743,0.475166806507644,2.2967391304347826,6,16,,GO:BP,3.111504424778761,turquoise,Non Proteinogenic Amino Acid Metabolic Process
GOBP_ALDEHYDE_METABOLIC_PROCESS,0.035704761141410434,0.49292406353558293,1.900749625187406,9,29,,GO:BP,2.3410714285714285,turquoise,Aldehyde Metabolic Process
GOBP_ISOPRENOID_METABOLIC_PROCESS,0.04263538230363689,0.5528317637230679,2.0415458937198063,7,21,,GO:BP,2.594674556213018,turquoise,Isoprenoid Metabolic Process
GOBP_POLYOL_METABOLIC_PROCESS,0.04263538230363689,0.5528317637230679,2.0415458937198063,7,21,,GO:BP,2.594674556213018,turquoise,Polyol Metabolic Process
GOBP_REGULATION_OF_PROTEIN_SECRETION,0.043909503132513746,0.5528317637230679,1.6703557312252966,12,44,,GO:BP,1.954954954954955,turquoise,Regulation Of Protein Secretion
GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,0.043937333334127124,0.5528317637230679,1.837391304347826,9,30,,GO:BP,2.2283163265306123,turquoise,Regulation Of Epithelial Cell Proliferation
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.045467471269963075,0.5579588449672012,2.161636828644501,6,17,,GO:BP,2.827031375703942,turquoise,Amino Acid Biosynthetic Process
GOBP_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.045467471269963075,0.5579588449672012,2.161636828644501,6,17,,GO:BP,2.827031375703942,turquoise,Modified Amino Acid Biosynthetic Process
GOBP_RESPONSE_TO_INSULIN,0.046571501838090695,0.560347591869508,1.5571112748710392,15,59,,GO:BP,1.78099173553719,turquoise,Response To Insulin
GOBP_HORMONE_METABOLIC_PROCESS,0.04735331762277532,0.560347591869508,1.749896480331263,10,35,,GO:BP,2.0811940298507463,turquoise,Hormone Metabolic Process
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,0.04735331762277532,0.560347591869508,1.749896480331263,10,35,,GO:BP,2.0811940298507463,turquoise,Regulation Of Mitochondrion Organization
GOBP_AMIDE_TRANSPORT,0.05141578784639939,0.6012622719920117,1.6332367149758453,12,45,,GO:BP,1.8946218946218947,turquoise,Amide Transport
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,0.05915622435832476,0.6758768622089059,2.0415458937198068,6,18,,GO:BP,2.589970501474926,turquoise,Positive Regulation Of Leukocyte Mediated Immunity
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS,0.06002889630201545,0.67805366959322,1.4847606499780412,16,66,,GO:BP,1.671003039513678,turquoise,Response To Xenobiotic Stimulus
GOBP_PROTEIN_TARGETING,0.0640991564601234,0.700160016718271,1.4191233651466948,19,82,,GO:BP,1.5773200895900283,turquoise,Protein Targeting
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,0.06728759222263879,0.7191813620355156,1.8640201638311278,7,23,,GO:BP,2.2677514792899407,turquoise,Glycerolipid Biosynthetic Process
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,0.06728759222263879,0.7191813620355156,1.8640201638311278,7,23,,GO:BP,2.2677514792899407,turquoise,Regulation Of Leukocyte Differentiation
GOBP_MYELOID_CELL_DIFFERENTIATION,0.06893519358179534,0.7289530044713253,1.5042969743198575,14,57,,GO:BP,1.6967610482681093,turquoise,Myeloid Cell Differentiation
GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS,0.07504291823080236,0.7851859023307111,1.9340961098398168,6,19,,GO:BP,2.3893805309734515,turquoise,Intracellular Iron Ion Homeostasis
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,0.07878338727853794,0.7992326432137109,1.566767778901247,11,43,,GO:BP,1.7866766467065869,turquoise,Mitochondrial Respiratory Chain Complex Assembly
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT,0.08225897820541214,0.7992326432137109,1.786352657004831,7,24,,GO:BP,2.133136094674556,turquoise,Respiratory System Development
GOBP_ACETYL_COA_METABOLIC_PROCESS,0.08281786946781913,0.7992326432137109,2.0415458937198068,5,15,,GO:BP,2.585294117647059,turquoise,Acetyl Coa Metabolic Process
GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING,0.08281786946781913,0.7992326432137109,2.0415458937198068,5,15,,GO:BP,2.585294117647059,turquoise,Cell Cycle Checkpoint Signaling
GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION,0.08281786946781913,0.7992326432137109,2.0415458937198068,5,15,,GO:BP,2.585294117647059,turquoise,Positive Regulation Of Lipid Localization
GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE,0.08281786946781913,0.7992326432137109,2.0415458937198068,5,15,,GO:BP,2.585294117647059,turquoise,Protein Transmembrane Import Into Intracellular Organelle
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,0.08281786946781913,0.7992326432137109,2.0415458937198068,5,15,,GO:BP,2.585294117647059,turquoise,Regulation Of Autophagy Of Mitochondrion
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,0.08661479214919005,0.8199533656789991,1.6895552223888055,8,29,,GO:BP,1.9748480994771795,turquoise,Cellular Response To Reactive Oxygen Species
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,0.08902152818083117,0.8225379116195635,1.4744498121309715,13,54,,GO:BP,1.6493535116074052,turquoise,Reactive Oxygen Species Metabolic Process
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY,0.08995517473798899,0.8225379116195635,1.4999112688553682,12,49,,GO:BP,1.6859021183345508,turquoise,Positive Regulation Of Catalytic Activity
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.09151967890810055,0.8270050984968359,1.3882512077294686,17,75,,GO:BP,1.5280698065601346,turquoise,Pyridine Containing Compound Metabolic Process
HALLMARK_UV_RESPONSE_UP,0.23687057591425134,0.8527340732913048,1.312422360248447,9,42,,Hallmark,1.4082792207792207,turquoise,UV Response Up
GOBP_MYELOID_CELL_HOMEOSTASIS,0.10350054240535465,0.877592012553235,1.5749068322981368,9,35,,GO:BP,1.7946428571428572,turquoise,Myeloid Cell Homeostasis
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,0.10503486187177427,0.877592012553235,1.9139492753623188,5,16,,GO:BP,2.3489304812834226,turquoise,Hepaticobiliary System Development
GOBP_PEPTIDYL_LYSINE_MODIFICATION,0.10503486187177427,0.877592012553235,1.9139492753623188,5,16,,GO:BP,2.3489304812834226,turquoise,Peptidyl Lysine Modification
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,0.10503486187177427,0.877592012553235,1.9139492753623188,5,16,,GO:BP,2.3489304812834226,turquoise,Regulation Of T Cell Mediated Immunity
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS,0.11112150475074326,0.877592012553235,1.3521927348014304,17,77,,GO:BP,1.4754065040650406,turquoise,Monosaccharide Metabolic Process
GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,0.11212010585562225,0.877592012553235,1.4217908902691512,13,56,,GO:BP,1.5708181563463155,turquoise,Protein Localization To Mitochondrion
GOBP_NEURAL_NUCLEUS_DEVELOPMENT,0.11330401317367284,0.877592012553235,1.7498964803312629,6,21,,GO:BP,2.0684365781710916,turquoise,Neural Nucleus Development
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,0.11330401317367284,0.877592012553235,1.7498964803312629,6,21,,GO:BP,2.0684365781710916,turquoise,Regulation Of Adaptive Immune Response
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,0.11330401317367284,0.877592012553235,1.7498964803312629,6,21,,GO:BP,2.0684365781710916,turquoise,Regulation Of Glucose Metabolic Process
GOBP_STEROL_TRANSPORT,0.11330401317367284,0.877592012553235,1.7498964803312629,6,21,,GO:BP,2.0684365781710916,turquoise,Sterol Transport
GOBP_LIPID_HOMEOSTASIS,0.11744295716168035,0.877592012553235,1.6489409141583053,7,26,,GO:BP,1.9064154469012768,turquoise,Lipid Homeostasis
GOBP_RESPONSE_TO_TYPE_II_INTERFERON,0.11744295716168035,0.877592012553235,1.6489409141583053,7,26,,GO:BP,1.9064154469012768,turquoise,Response To Type Ii Interferon
GOBP_RESPONSE_TO_LIGHT_STIMULUS,0.11919006206708926,0.877592012553235,1.531159420289855,9,36,,GO:BP,1.7271825396825398,turquoise,Response To Light Stimulus
REACTOME_BIOLOGICAL_OXIDATIONS,0.03874869672385557,0.9269880523937756,1.6587560386473432,13,48,,Reactome,1.9388123924268503,turquoise,Biological Oxidations
GOBP_IMMUNE_SYSTEM_DEVELOPMENT,0.12985460795586234,0.9298634162252291,1.8013640238704176,5,17,,GO:BP,2.1519607843137254,turquoise,Immune System Development
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,0.12985460795586234,0.9298634162252291,1.8013640238704176,5,17,,GO:BP,2.1519607843137254,turquoise,Regulation Of Response To Cytokine Stimulus
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.13003120206771313,0.9298634162252291,1.351023017902813,15,68,,GO:BP,1.4708404802744426,turquoise,Regulation Of Small Molecule Metabolic Process
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,0.1355104143295954,0.9485729003071678,1.6703557312252966,6,22,,GO:BP,1.9380530973451326,turquoise,Negative Regulation Of Cell Development
GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,0.1355104143295954,0.9485729003071678,1.6703557312252966,6,22,,GO:BP,1.9380530973451326,turquoise,Positive Regulation Of Lipid Metabolic Process
GOBP_DOUBLE_STRAND_BREAK_REPAIR,0.13746996856252716,0.9494467009059906,1.531159420289855,8,32,,GO:BP,1.725024727992087,turquoise,Double Strand Break Repair
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS,0.14261483418085993,0.9776492770743088,1.3867104183757177,12,53,,GO:BP,1.5179081520544935,turquoise,Regulation Of Lipid Metabolic Process
HALLMARK_ANDROGEN_RESPONSE,0.30125785347724726,0.9859347931982638,1.3124223602484473,6,28,,Hallmark,1.404666130329847,turquoise,Androgen Response
HALLMARK_IL2_STAT5_SIGNALING,0.3322902181428238,0.9930204787095912,1.2671664167916041,6,29,,Hallmark,1.3428241631396691,turquoise,IL2 Stat5 Signaling
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.417082918512559,0.9930204787095912,1.224927536231884,4,20,,Hallmark,1.284457478005865,turquoise,Estrogen Response Early
HALLMARK_E2F_TARGETS,0.42672139049536517,0.9930204787095912,1.1483695652173913,6,32,,Hallmark,1.1858407079646018,turquoise,E2F Targets
HALLMARK_COMPLEMENT,0.4292012574333187,0.9930204787095912,1.128222730739893,7,38,,Hallmark,1.1604313800343578,turquoise,Complement
HALLMARK_COAGULATION,0.4948147275536337,0.9930204787095912,1.113570487483531,4,22,,Hallmark,1.140436624307592,turquoise,Coagulation
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.5247403178856543,0.9930204787095912,1.0559720139930036,5,29,,Hallmark,1.0686274509803921,turquoise,Interferon Gamma Response
HALLMARK_APICAL_JUNCTION,0.5417248690267096,0.9930204787095912,1.0207729468599032,7,42,,Hallmark,1.0254437869822486,turquoise,Apical Junction
HALLMARK_UV_RESPONSE_DN,0.542042507854809,0.9930204787095912,1.0808184143222506,3,17,,Hallmark,1.0989974937343359,turquoise,UV Response Dn
HALLMARK_P53_PATHWAY,0.6020959426660194,0.9930204787095912,0.9799420289855072,4,25,,Hallmark,0.9758413629381372,turquoise,p53 Pathway
HALLMARK_APOPTOSIS,0.6049869753542677,0.9930204787095912,0.9670480549199084,6,38,,Hallmark,0.9601769911504425,turquoise,Apoptosis
HALLMARK_GLYCOLYSIS,0.6150393193622067,0.9930204787095912,0.9569746376811594,10,64,,Hallmark,0.9474847982310669,turquoise,Glycolysis
HALLMARK_DNA_REPAIR,0.7922489263172695,0.9930204787095912,0.7655797101449275,4,32,,Hallmark,0.7289484708839548,turquoise,DNA Repair
HALLMARK_G2M_CHECKPOINT,0.8123534497036715,0.9930204787095912,0.7423803249890206,4,33,,Hallmark,0.7034078268783497,turquoise,G2M Checkpoint
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.896390174408028,0.9930204787095912,0.5567852437417655,2,22,,Hallmark,0.5096209912536444,turquoise,Reactive Oxygen Species Pathway
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.9248035748084915,0.9930204787095912,0.5567852437417655,3,33,,Hallmark,0.508187134502924,turquoise,Pi3k Akt Mtor Signaling
